,degree_centrality,eigenvector_centrality,betweenness_centrality,clustering_coefficient
GENE_333,0.35802469135802467,0.36251678536780724,0.12156707717970744,0.6466258614758669
GENE_334,0.3148148148148148,0.35731766572265217,0.08796179796232481,0.810073048827374
GENE_335,0.2716049382716049,0.2942910861077876,0.06706577118610815,0.7109397670273183
GENE_336,0.3148148148148148,0.3181152699399845,0.09234494091437902,0.5180699730872741
GENE_337,0.36419753086419754,0.3838058032475016,0.12458920696281217,0.6808597196915002
GENE_338,0.345679012345679,0.36828682097999993,0.10672474535294835,0.6862745098039216
GENE_339,0.29012345679012347,0.3320379312274058,0.07209286024863504,0.888792149607299
GENE_340,0.22839506172839505,0.2430164911488942,0.04471582278795797,0.6852440675970087
GENE_341,0.25925925925925924,0.25191259796203874,0.06768994997543606,0.5021520803443329
GENE_342,0.35802469135802467,0.38193753564298616,0.11753279996188254,0.7628732073591687
GENE_343,0.2716049382716049,0.2655395821822938,0.07168954619183798,0.5585955312357501
GENE_344,0.30864197530864196,0.3456060439840108,0.08205068017538965,0.7254901960784315
GENE_345,0.19753086419753085,0.19399444902768526,0.03681432666701214,0.7506127450980392
GENE_346,0.2962962962962963,0.28669615603099213,0.08718570901596066,0.6601133361145877
GENE_347,0.32716049382716045,0.3245164186828905,0.10176497220296812,0.5926463473633286
GENE_348,0.32098765432098764,0.320172651639121,0.09902978061055696,0.7064590542099193
GENE_349,0.3333333333333333,0.3378689910973413,0.10652694951477781,0.6462298406434551
GENE_350,0.23456790123456792,0.24738888893075878,0.05106665062374596,0.4612584720943854
GENE_351,0.2716049382716049,0.28981036959523354,0.06543217536122942,0.888674708784148
GENE_352,0.32098765432098764,0.3538795527861383,0.0920763905622593,0.6611732174015911
GENE_353,0.30864197530864196,0.3503464197785816,0.07764282813303526,1.0
GENE_354,0.3148148148148148,0.33565096128906463,0.09157634831151257,0.7064590542099193
GENE_355,0.29012345679012347,0.2988553911301497,0.08089505223798116,0.6888139159456568
GENE_356,0.21604938271604937,0.22673228516543528,0.04144767902609004,0.6862745098039216
GENE_357,0.2839506172839506,0.28024223640689666,0.07724094409541683,0.5685800890404471
GENE_358,0.29012345679012347,0.2853128055334248,0.08680539698572264,0.4888356822840144
GENE_359,0.3333333333333333,0.3432155645542342,0.10926855204947021,0.6965854126416465
GENE_360,0.32716049382716045,0.3073699339759994,0.11172161325388828,0.5752155724408776
GENE_361,0.2222222222222222,0.2427806245564921,0.04600208315473918,0.533769063180828
GENE_362,0.2962962962962963,0.3247062738932605,0.08053795906121064,0.5749374217772215
GENE_363,0.3024691358024691,0.33461922553239193,0.08171398856760115,0.6025326797385621
GENE_364,0.3148148148148148,0.3180803833397044,0.09951989469502626,0.6499423298731257
GENE_365,0.25925925925925924,0.26950649348113265,0.06406167431051385,0.6974334449226846
GENE_366,0.32098765432098764,0.3513886884039284,0.08757096256042465,0.8242022299115725
GENE_367,0.2839506172839506,0.3009370217419821,0.07479198476693347,0.6498058160462253
GENE_368,0.25925925925925924,0.2576247691384684,0.06495136783621501,0.5718954248366013
GENE_369,0.29012345679012347,0.3131127879600674,0.07671355625490589,0.7776931309063866
GENE_370,0.2716049382716049,0.2777710913240885,0.074497025658502,0.6855490610620569
GENE_371,0.2962962962962963,0.3011726397519709,0.08227623262773384,0.5323494646085385
GENE_372,0.30864197530864196,0.3251593968458192,0.08785927009788358,0.6666666666666666
GENE_373,0.27777777777777773,0.29736472023238164,0.06958354251259515,0.7278669043374926
GENE_374,0.345679012345679,0.36283430050060644,0.11597799883478455,0.6472816399286987
GENE_375,0.23456790123456792,0.24296651106028536,0.04910005131210242,0.8200150615011297
GENE_376,0.29012345679012347,0.31295042857123556,0.07492179054675263,0.7221436215559305
GENE_377,0.32716049382716045,0.3413203065106501,0.10107389053464004,0.7408079342041606
GENE_378,0.25925925925925924,0.29916685754488404,0.05605575251728093,0.9624581539933046
GENE_379,0.2839506172839506,0.30156729820078465,0.07660496925425311,0.7310315430520035
GENE_380,0.3024691358024691,0.33280190328118875,0.08189871890113237,0.7046568627450981
GENE_381,0.2716049382716049,0.2905602365599896,0.06631659540199332,0.6982444140446876
GENE_382,0.3024691358024691,0.3112093587252215,0.08706242773537898,0.5923202614379085
GENE_383,0.37037037037037035,0.3927313817145135,0.12693190398989684,0.6853051955245375
GENE_384,0.25925925925925924,0.2793284528843902,0.06257724667420253,0.6834847760242309
GENE_385,0.8888888888888888,0.8662508280544423,0.7953169777354537,0.5925583131465484
GENE_386,0.36419753086419754,0.3631361204353861,0.13364461450129195,0.6738405473235466
GENE_387,0.35802469135802467,0.36849739450012725,0.12119171152554084,0.6756876979466924
GENE_388,0.32098765432098764,0.33776265702442254,0.0958740272734567,0.7517448910182474
GENE_389,0.839506172839506,0.7978731506849466,0.7352363701481338,0.5494681532743816
GENE_390,0.21604938271604937,0.21543729528349068,0.04529858934448829,0.6055363321799309
GENE_391,0.32098765432098764,0.3516697626906068,0.09315164264540579,0.588715878508266
GENE_392,0.2716049382716049,0.2871074426750916,0.06888990602761186,0.5332048252704887
GENE_393,0.2222222222222222,0.24210932298164334,0.04361535499702766,0.9722222222222223
GENE_394,0.2530864197530864,0.27108696323130044,0.0577574716578482,0.6444285031085605
GENE_395,0.2962962962962963,0.32973028192213727,0.07695314940815273,0.8198181754971492
GENE_396,0.32716049382716045,0.3372982261251175,0.10403232701033699,0.749523321665386
GENE_397,0.27777777777777773,0.29219919301534514,0.07431875049961977,0.5701624083977025
GENE_398,0.24074074074074073,0.25976571042170193,0.05077025345018492,0.7941705697123653
GENE_399,0.27777777777777773,0.2926498279446409,0.07023452137788935,0.691473559120618
GENE_400,0.21604938271604937,0.2458023255908467,0.041584019403123666,0.726643598615917
GENE_401,0.3333333333333333,0.3231421346324943,0.11215474512244189,0.6210520546443594
GENE_402,0.27777777777777773,0.28322746661241877,0.07073035742965424,0.7399980194097842
GENE_403,0.2654320987654321,0.2739365893730069,0.06570457344575883,0.7314941480468157
GENE_404,0.27777777777777773,0.29240186193738144,0.06958828283648189,0.7763913646266587
GENE_405,0.2839506172839506,0.30517176897006026,0.074457152987358,0.6614094913327649
GENE_406,0.2037037037037037,0.22164611231458284,0.03366453131984333,0.8188502673796791
GENE_407,0.37037037037037035,0.40206003936608997,0.1279555121406763,0.5903123961448987
GENE_408,0.3148148148148148,0.3359709312890814,0.09522957982082966,0.6499423298731257
GENE_409,0.3148148148148148,0.3249427445871321,0.09633253740514186,0.6122645136485967
GENE_410,0.3333333333333333,0.3674847649295938,0.098353324807427,0.7133706033077102
GENE_411,0.32098765432098764,0.32499502532513197,0.09833116289603148,0.5524872090616035
GENE_412,0.32716049382716045,0.3564885791016745,0.09588949695301512,0.6798002219755828
GENE_413,0.2530864197530864,0.26673376948089406,0.05666316365227134,0.7762434241989479
GENE_414,0.36419753086419754,0.38056832271062435,0.12696323576714844,0.6106679960119642
GENE_415,0.2839506172839506,0.3128717689937631,0.06927563842258233,0.7078241924789239
GENE_416,0.32716049382716045,0.36842774064267214,0.09268073938763464,0.7059463843592589
GENE_417,0.32716049382716045,0.3338124868438392,0.10020020892666535,0.6362232846694555
GENE_418,0.2530864197530864,0.25948187359085245,0.060569075498676773,0.7323051171688187
GENE_419,0.32098765432098764,0.3135460145322805,0.10239502773614931,0.47097270280661285
GENE_420,0.29012345679012347,0.297575817837264,0.07928427514647844,0.6777040140755655
GENE_421,0.2037037037037037,0.23254703964786635,0.03742533504080292,0.7733585858585859
GENE_422,0.2654320987654321,0.2960815754295632,0.0584204293740301,0.8112935096519228
GENE_423,0.2530864197530864,0.26162317366163423,0.06025426914896952,0.6444285031085605
GENE_424,0.2716049382716049,0.28954553752138523,0.0686067709092775,0.7617211789578411
GENE_425,0.32098765432098764,0.35438994020560166,0.092516780836573,0.7336305562949161
GENE_426,0.2962962962962963,0.30377666430172295,0.08423004279294094,0.7452892504519538
GENE_427,0.2530864197530864,0.28110896663403473,0.05822403686749843,0.9959349593495935
GENE_428,0.30864197530864196,0.3083497572119619,0.09029170361774352,0.6568627450980392
GENE_429,0.29012345679012347,0.30915174909856324,0.07812601740891148,0.6221545047251092
GENE_430,0.2654320987654321,0.2741633416968926,0.06727457774982111,0.6782945736434108
GENE_431,0.32716049382716045,0.3432038963009095,0.0974044106320558,0.6187925097470047
GENE_432,0.2716049382716049,0.2860631286025475,0.06736283741276826,0.7109397670273183
GENE_433,0.24074074074074073,0.2522495383055271,0.05668615876815486,0.5672646926516896
GENE_434,0.2530864197530864,0.259465533022862,0.056065980898716776,0.7176590148254424
GENE_435,0.7716049382716049,0.7416927573044463,0.6155629031442912,0.517583807716635
GENE_436,0.3024691358024691,0.333993942629194,0.08357985788646802,0.8476307189542484
GENE_437,0.29012345679012347,0.3062370798708402,0.07694485754675313,0.7888030327764778
GENE_438,0.3024691358024691,0.30811293218780994,0.0914598748940852,0.6638071895424836
GENE_439,0.2839506172839506,0.3021347487978175,0.07455240206964668,0.6614094913327649
GENE_440,0.32098765432098764,0.34739688077325986,0.09471885951900876,0.6702303847632568
GENE_441,0.2654320987654321,0.28237988991277674,0.06492292722408263,0.5319957440340478
GENE_442,0.32098765432098764,0.3412120347808007,0.09748168818722942,0.7336305562949161
GENE_443,0.3333333333333333,0.34599896113193823,0.10626558205462493,0.6881928173086146
GENE_444,0.3333333333333333,0.3521703305614357,0.10321053935273461,0.6462298406434551
GENE_445,0.30864197530864196,0.34044643439038286,0.08481909823914102,0.7352941176470588
GENE_446,0.2530864197530864,0.2565101586846099,0.06267934475709376,0.6590746054519369
GENE_447,0.2839506172839506,0.3229141520632896,0.06972523798731273,0.6382021407596855
GENE_448,0.3024691358024691,0.3378276475316587,0.08063677251584442,0.6944444444444444
GENE_449,0.3518518518518518,0.3540801359067396,0.1185453333591784,0.6019951840385277
GENE_450,0.3024691358024691,0.30898161460050505,0.08755872319469662,0.5923202614379085
GENE_451,0.3333333333333333,0.33728702231088403,0.10476304453088929,0.7049780079746784
GENE_452,0.22839506172839505,0.24929703536571005,0.04687229272954826,0.8475387151857741
GENE_453,0.3024691358024691,0.3121513855664341,0.08657986850853487,0.6740196078431373
GENE_454,0.2962962962962963,0.3140081867496874,0.07872678902570024,0.5749374217772215
GENE_455,0.36419753086419754,0.3643654271675583,0.13143582374561902,0.6036488236440105
GENE_456,0.3395061728395062,0.33358938826695445,0.11353040260635905,0.6227305737109659
GENE_457,0.22839506172839505,0.22895844097586776,0.049207691403176566,0.7573750220809043
GENE_458,0.25925925925925924,0.2720709663330229,0.06442933704681741,0.585844093735055
GENE_459,0.29012345679012347,0.31306778331485036,0.0696416512031353,0.7221436215559305
GENE_460,0.2530864197530864,0.26064242325333675,0.06298824556312177,0.7469512195121951
GENE_461,0.9382716049382717,0.9199104360516527,0.8835417313592407,0.5494202735119841
GENE_462,0.35802469135802467,0.36299948542706373,0.1210071556733155,0.5957676476519222
GENE_463,0.32098765432098764,0.33081964099833433,0.09588716691686307,0.7064590542099193
GENE_464,0.25925925925925924,0.27431133621595594,0.05895873646435741,0.6974334449226846
GENE_465,0.37037037037037035,0.35889860952077396,0.14157010561493114,0.5699567962778331
GENE_466,0.25925925925925924,0.2813081545740838,0.05875507749928179,0.7532281205164992
GENE_467,0.2654320987654321,0.2725563215739289,0.06428139646592998,0.7447940416476668
GENE_468,0.2530864197530864,0.2644158434509302,0.06101900617281758,0.7469512195121951
GENE_469,0.345679012345679,0.3879806578250868,0.10354349105763618,0.7954545454545454
GENE_470,0.32716049382716045,0.3382825985470766,0.09950533506680279,0.7320925467429352
GENE_471,0.3333333333333333,0.3709293929821668,0.09750854351945638,0.7637261753059015
GENE_472,0.2654320987654321,0.2837519988433257,0.06749307822493056,0.8112935096519228
GENE_473,0.2716049382716049,0.2742125605128081,0.07407087786740132,0.5839862372010115
GENE_474,0.24691358024691357,0.24665991215263205,0.05564446011748355,0.6928733031674209
GENE_475,0.24074074074074073,0.25172407452828083,0.05668229041056035,0.6645100685348364
GENE_476,0.29012345679012347,0.30297428346550775,0.07683544136548703,0.6777040140755655
GENE_477,0.2839506172839506,0.28800108114387923,0.07836336038574937,0.6498058160462253
GENE_478,0.24074074074074073,0.2632696266286724,0.053901203290992926,0.632094943240454
GENE_479,0.24691358024691357,0.25126128508342604,0.055072440199293436,0.6466817496229261
GENE_480,0.3024691358024691,0.324660687691099,0.0794599475601587,0.7659313725490197
GENE_481,0.3024691358024691,0.3186802710599896,0.08893189171636037,0.633169934640523
GENE_482,0.27777777777777773,0.30307093174863997,0.07189064868333113,0.7763913646266587
GENE_483,0.2962962962962963,0.3071829761613335,0.08139265462967132,0.6175253789459045
GENE_484,0.29012345679012347,0.29998352271964734,0.0832935505152802,0.6332644065952004
GENE_485,0.3148148148148148,0.31425998527814536,0.09943993817729263,0.5557477893118031
GENE_486,0.29012345679012347,0.32232896137309663,0.07468080694261711,0.699923817815748
GENE_487,0.3148148148148148,0.34913134821600683,0.09039037258225195,0.772395232602845
GENE_488,0.25925925925925924,0.2651476998710233,0.06294838890378489,0.7950741272118603
GENE_489,0.27777777777777773,0.2906176640540691,0.07006252741211468,0.7399980194097842
GENE_490,0.25925925925925924,0.2809950132433219,0.05926842394599259,0.6276901004304161
GENE_491,0.2654320987654321,0.25271319151201294,0.07438645354401169,0.5053959568323454
GENE_492,0.2716049382716049,0.2833003402666054,0.07221223898102874,0.5332048252704887
GENE_493,0.38888888888888884,0.4189331341217589,0.14490295449676172,0.7256307540937522
GENE_494,0.22839506172839505,0.22474039377176674,0.05050653349956234,0.41475298828240004
GENE_495,0.2037037037037037,0.21627632535586427,0.03691727579381719,0.6823752228163993
GENE_496,0.30864197530864196,0.31668604580211024,0.09298491155552756,0.6176470588235294
GENE_497,0.23456790123456792,0.23861527223052997,0.04963579218834572,0.6833458845842747
GENE_498,0.35802469135802467,0.36588910763647375,0.12418992932883208,0.5158475973571521
GENE_499,0.32716049382716045,0.3499809515166567,0.08979312695049743,0.7408079342041606
GENE_500,0.27777777777777773,0.29273295661489607,0.06782298664974266,0.6550802139037433
GENE_501,0.24691358024691357,0.26369112772376213,0.05259330380668435,0.6774761186525893
GENE_502,0.35802469135802467,0.3738830955627985,0.11869271453393686,0.5885021885342159
GENE_503,0.29012345679012347,0.3029461291540842,0.07955213753419256,0.49994558415410567
GENE_504,0.2530864197530864,0.2744530712164799,0.05668363136136422,0.7762434241989479
GENE_505,0.3333333333333333,0.3462623300579069,0.10462493985152087,0.7049780079746784
GENE_506,0.29012345679012347,0.3030381543710332,0.07606374013144065,0.7443634252961129
GENE_507,0.30864197530864196,0.3078844219917785,0.08836785936647165,0.5980392156862745
GENE_508,0.30864197530864196,0.32407756099855617,0.08867458569291213,0.5980392156862745
GENE_509,0.3024691358024691,0.318688201595176,0.08457731655703578,0.633169934640523
GENE_510,0.32716049382716045,0.34275701395096514,0.09843918958442123,0.6623694470531318
GENE_511,0.2222222222222222,0.2456047857782053,0.043727525090043025,0.724400871459695
GENE_512,0.24074074074074073,0.2380182584613875,0.05406696150332079,0.5348495673573073
GENE_513,0.3024691358024691,0.3110785509273449,0.08919290942812336,0.5718954248366013
GENE_514,0.29012345679012347,0.2913224761847404,0.07979001256449735,0.5777148972447443
GENE_515,0.3395061728395062,0.3776593791030462,0.09995534349602059,0.7683039545784643
GENE_516,0.27777777777777773,0.2886112041629278,0.07209825711645014,0.6429490988314518
GENE_517,0.27777777777777773,0.29137491201984567,0.07204154516152723,0.691473559120618
GENE_518,0.32716049382716045,0.35475163685540156,0.10054364400008232,0.6885156094368081
GENE_519,0.3395061728395062,0.3775787364812917,0.10246534807545507,0.7116920842411039
GENE_520,0.2716049382716049,0.28269718756724643,0.06895541775839166,0.6220722961489035
GENE_521,0.35802469135802467,0.3805724206418155,0.11802604720054856,0.7192804526529305
GENE_522,0.3395061728395062,0.3329363750716487,0.11374010210133105,0.6146431636627715
GENE_523,0.29012345679012347,0.33179066918904293,0.07181894269985746,0.8554624439970252
GENE_524,0.27777777777777773,0.2868934994817589,0.06930129220005425,0.7885224796989504
GENE_525,0.2654320987654321,0.2739123368538682,0.064328368360666,0.6782945736434108
GENE_526,0.32716049382716045,0.33048882518984385,0.10323436262707353,0.6710848345143573
GENE_527,0.2839506172839506,0.3131748990242824,0.07185858417528121,0.7542388936250829
GENE_528,0.2530864197530864,0.2639429700218852,0.0574998862985352,0.8934122429459589
GENE_529,0.24074074074074073,0.2677685271027825,0.0520246347716566,0.7617554444179832
GENE_530,0.25925925925925924,0.2744511527422901,0.06106123640678204,0.6974334449226846
GENE_531,0.32716049382716045,0.3442407309608309,0.09716036015105091,0.7146617718204844
GENE_532,0.36419753086419754,0.39718532046597865,0.1156127142811668,0.7299939262671754
GENE_533,0.2654320987654321,0.2731583168733121,0.06807920813285416,0.6516947864417084
GENE_534,0.3148148148148148,0.32254715847307186,0.09248895897511612,0.5557477893118031
GENE_535,0.30864197530864196,0.32792307783341906,0.08800878675791483,0.7254901960784315
GENE_536,0.25925925925925924,0.2713703186247546,0.06034864972135755,0.6276901004304161
GENE_537,0.32716049382716045,0.3454013132858447,0.09663009083517216,0.7233771592817098
GENE_538,0.24691358024691357,0.2895611258895812,0.053500774058135456,0.9700226244343892
GENE_539,0.2222222222222222,0.23631726629205546,0.04810446431709141,0.590958605664488
GENE_540,0.2962962962962963,0.2883812000734082,0.08565769010767957,0.6068783896537338
GENE_541,0.29012345679012347,0.2954830155277357,0.0813463094008627,0.7888030327764778
GENE_542,0.29012345679012347,0.31058456434239545,0.07629866785240846,0.8332426402568427
GENE_543,0.30864197530864196,0.3359664502506999,0.0858013600276582,0.803921568627451
GENE_544,0.30864197530864196,0.3354680826300696,0.08005092971987283,0.7156862745098039
GENE_545,0.3395061728395062,0.34422301162448404,0.11153974247680194,0.5742061134217997
GENE_546,0.29012345679012347,0.2981509264674183,0.08120969088272278,0.5554950935045618
GENE_547,0.2962962962962963,0.31930583703665755,0.07704127776600217,0.7133482825754416
GENE_548,0.32098765432098764,0.34153148713438974,0.09408257921939799,0.6430588826782598
GENE_549,0.2716049382716049,0.2936526403580852,0.06317526046409987,0.7744165319404717
GENE_550,0.3333333333333333,0.3330837955545174,0.11331467387948305,0.5706964826461682
GENE_551,0.25925925925925924,0.2571174805864307,0.062134255085969585,0.4742547425474255
GENE_552,0.30864197530864196,0.317832626462989,0.09059065576328247,0.5882352941176471
GENE_553,0.3024691358024691,0.3079140044606787,0.08781198412846343,0.7455065359477124
GENE_554,0.2839506172839506,0.29842645533038836,0.07484927401677356,0.7658425689116226
GENE_555,0.25925925925925924,0.25874638588968435,0.06225481605101898,0.6695361071257772
GENE_556,0.37037037037037035,0.3887486600946222,0.12518124271557807,0.6038827960562757
GENE_557,0.3024691358024691,0.30519718694915365,0.08413238309533924,0.6025326797385621
GENE_558,0.3148148148148148,0.3193518596081551,0.09501458213347827,0.7252979623221838
GENE_559,0.29012345679012347,0.302406721364246,0.07630754611204327,0.5777148972447443
GENE_560,0.24074074074074073,0.2375470549040612,0.05463609881960222,0.6807176311820274
GENE_561,0.7530864197530863,0.7229164831833106,0.5938073292154029,0.5515951130486065
GENE_562,0.32716049382716045,0.3591354883428022,0.09639013160118703,0.5229232476735252
GENE_563,0.29012345679012347,0.29983594150925624,0.07980904185832571,0.888792149607299
GENE_564,0.24074074074074073,0.24886948188663868,0.05582387369098444,0.5834722552988807
GENE_565,0.2716049382716049,0.2822440963965393,0.07006389947358611,0.723635120009949
GENE_566,0.30864197530864196,0.3163464490956604,0.08880506277044553,0.6372549019607843
GENE_567,0.2530864197530864,0.28637965783954117,0.05439421448663088,0.6590746054519369
GENE_568,0.25925925925925924,0.250760785041386,0.0676689660577752,0.725330782719592
GENE_569,0.345679012345679,0.37495434547702106,0.10588431654526537,0.7174688057040998
GENE_570,0.27777777777777773,0.3015261733950331,0.06730557683030816,0.6793424440483264
GENE_571,0.3333333333333333,0.3655872068826669,0.09597710261825537,0.7721187706389334
GENE_572,0.30864197530864196,0.32168212203567165,0.08822313303728302,0.5882352941176471
GENE_573,0.25925925925925924,0.28018566378836685,0.06110267009135195,0.6555874382273235
GENE_574,0.23456790123456792,0.23740029335888024,0.05039131108143327,0.6150112961258472
GENE_575,0.2962962962962963,0.30997077880338103,0.07920892657247532,0.7985241969128076
GENE_576,0.3395061728395062,0.3610981923294558,0.10632625110218201,0.7197794942892982
GENE_577,0.30864197530864196,0.3042367627120388,0.09609973350138977,0.5294117647058824
GENE_578,0.3333333333333333,0.3360477574121052,0.1078557744652909,0.5455186966470725
GENE_579,0.3395061728395062,0.35660755512740183,0.10806521512083311,0.7116920842411039
GENE_580,0.37037037037037035,0.40805160857769257,0.12472603560056263,0.9092167940622577
GENE_581,0.30864197530864196,0.33822340579654137,0.08284160117733524,0.9019607843137255
GENE_582,0.2716049382716049,0.26327266040940017,0.07517916380707597,0.6728537080794263
GENE_583,0.3024691358024691,0.30165762223015813,0.08723779172697624,0.5616830065359477
GENE_584,0.2839506172839506,0.30605013214409243,0.07803878269858881,0.6033911149000662
GENE_585,0.2962962962962963,0.2974092671688393,0.08228173766405726,0.6281723682380753
GENE_586,0.29012345679012347,0.313179993957715,0.07547021431722489,0.8665723458671165
GENE_587,0.2839506172839506,0.3009986266666616,0.07295220604364436,0.6614094913327649
GENE_588,0.2530864197530864,0.2595567194051543,0.05872019161802693,0.8055356288857006
GENE_589,0.2716049382716049,0.28293795742007183,0.06589817576742606,0.6855490610620569
GENE_590,0.24074074074074073,0.2333906102069726,0.056545500064889884,0.7779630070651743
GENE_591,0.32716049382716045,0.34565613823520924,0.10288718455074597,0.6798002219755828
GENE_592,0.24691358024691357,0.26378367510154827,0.05631353279470187,0.538901458019105
GENE_593,0.3148148148148148,0.32399067790223074,0.09389379312966227,0.6499423298731257
GENE_594,0.24074074074074073,0.2653033451300907,0.05100883726474437,0.8590008203011299
GENE_595,0.2839506172839506,0.29705213562441557,0.07199021325691199,0.6730131666193048
GENE_596,0.3395061728395062,0.34155511806350436,0.11429858796473764,0.6550802139037433
GENE_597,0.32098765432098764,0.33618886350266636,0.09952576576540083,0.5615443764232692
GENE_598,0.2839506172839506,0.28390390993682146,0.07529805787164634,0.6614094913327649
GENE_599,0.25925925925925924,0.2704820903862261,0.05921524235769551,0.6555874382273235
GENE_600,0.25925925925925924,0.283049256780594,0.06058335603605444,0.725330782719592
GENE_601,0.3024691358024691,0.3234819761975996,0.08392479167513342,0.7250816993464052
GENE_602,0.29012345679012347,0.285952823463226,0.08349251127809632,0.6332644065952004
GENE_603,0.3395061728395062,0.3452003228631892,0.11065560157835393,0.5984683435663828
GENE_604,0.37037037037037035,0.39092157155782126,0.1275775474939806,0.7463719951257339
GENE_605,0.27777777777777773,0.2715483479235908,0.07847685805465576,0.7036046741929095
GENE_606,0.4012345679012346,0.4309739352988651,0.14400924005834775,0.7390648567119156
GENE_607,0.2530864197530864,0.26594349877344486,0.057627279621639216,0.864120038259206
GENE_608,0.2839506172839506,0.29389460016449703,0.07216768148208967,0.6382021407596855
GENE_609,0.22839506172839505,0.2271993465997582,0.0467679738245285,0.7032768062179827
GENE_610,0.2839506172839506,0.29133260071068595,0.07355346983749733,0.6962205171923842
GENE_611,0.41358024691358025,0.4211059343449792,0.1678032958884313,0.6137982103741543
GENE_612,0.25925925925925924,0.250862499034871,0.06722889251733283,0.5718954248366013
GENE_613,0.24691358024691357,0.2574770554974767,0.056299077125221704,0.7236676721970839
GENE_614,0.2716049382716049,0.29732658078217894,0.06763770009639582,0.7490258259752104
GENE_615,0.2839506172839506,0.28630118657002873,0.07803258521002224,0.8586719712039406
GENE_616,0.24074074074074073,0.2669939510270691,0.053310604929697955,0.7293403191236009
GENE_617,0.2654320987654321,0.2752588306208449,0.06803550409148679,0.5984952120383037
GENE_618,0.22839506172839505,0.2292613706530058,0.049202616325011946,0.5950803744921392
GENE_619,0.27777777777777773,0.2846616717753566,0.07337954665246546,0.7399980194097842
GENE_620,0.32098765432098764,0.3351200723606392,0.09495790344980018,0.6883447194865879
GENE_621,0.3024691358024691,0.2940675176344515,0.08779911961948363,0.7659313725490197
GENE_622,0.3148148148148148,0.31972566497264493,0.0946164000479017,0.5934256055363322
GENE_623,0.3333333333333333,0.3438328382363447,0.10859671366595741,0.6714076266425508
GENE_624,0.345679012345679,0.36440157135616624,0.11114558844716253,0.6394830659536541
GENE_625,0.38271604938271603,0.4304641859469263,0.12616702883345304,0.7811770927302703
GENE_626,0.3333333333333333,0.3401456929984865,0.10609397207120373,0.6881928173086146
GENE_627,0.8703703703703703,0.8517981984881744,0.7663179918182703,0.5974481991378111
GENE_628,0.30864197530864196,0.3271780498878486,0.08343469883436958,0.6862745098039216
GENE_629,0.27777777777777773,0.29283845591976476,0.0681649523483735,0.6065557536145771
GENE_630,0.2654320987654321,0.3094522526093607,0.05675864108782255,0.8378932968536251
GENE_631,0.2716049382716049,0.3337217668530103,0.06119030309761183,0.9521514736973012
GENE_632,0.3024691358024691,0.31983487603756544,0.09007517797629107,0.7455065359477124
GENE_633,0.27777777777777773,0.2988279239458164,0.07135739315109421,0.6065557536145771
GENE_634,0.2839506172839506,0.32521054387143106,0.07048326452191857,0.7658425689116226
GENE_635,0.3395061728395062,0.3510318296384147,0.10948710738835224,0.6308179837591602
GENE_636,0.3024691358024691,0.30152670772513723,0.0877720519225701,0.5310457516339869
GENE_637,0.2654320987654321,0.27542245944004906,0.06502307302643318,0.6117951056391548
GENE_638,0.29012345679012347,0.305172574098714,0.07934515864807265,0.7554733271662042
GENE_639,0.2530864197530864,0.25962509155918273,0.060533842227704866,0.6444285031085605
GENE_640,0.2716049382716049,0.30165649671885364,0.06329040186376095,0.723635120009949
GENE_641,0.23456790123456792,0.2634767254383799,0.048748741090889565,0.5637603547820266
GENE_642,0.3024691358024691,0.30338258058809525,0.08995732278787952,0.5514705882352942
GENE_643,0.3518518518518518,0.3625060494178879,0.1204324951173961,0.7223942208462332
GENE_644,0.2654320987654321,0.29919822402080465,0.05929116752848388,0.7181942544459645
GENE_645,0.2654320987654321,0.29635479785646074,0.0628398633649666,0.7181942544459645
GENE_646,0.3395061728395062,0.357559192399999,0.10491012212729688,0.6793424440483264
GENE_647,0.2839506172839506,0.32806272031710254,0.06928865649276139,0.7426352183385432
GENE_648,0.24691358024691357,0.261508050188572,0.05612186467108887,0.7236676721970839
GENE_649,0.4074074074074074,0.41109192375626785,0.16225948640371377,0.8006535947712419
GENE_650,0.345679012345679,0.3629419092532158,0.11272816293440815,0.7096702317290553
GENE_651,0.32716049382716045,0.3397713096748658,0.10174198449893995,0.6013617348245539
GENE_652,0.3024691358024691,0.3073840665066917,0.08772864650222789,0.5208333333333334
GENE_653,0.27777777777777773,0.310403090903592,0.06664240209915802,0.8249158249158249
GENE_654,0.3024691358024691,0.3263518733685054,0.08222391194740145,0.7761437908496732
GENE_655,0.3024691358024691,0.3189545098712811,0.08268616199338377,0.6638071895424836
GENE_656,0.3148148148148148,0.34160525709915385,0.091517680400721,0.6782006920415226
GENE_657,0.3024691358024691,0.3221639102735908,0.07915588773987471,0.8374183006535947
GENE_658,0.3518518518518518,0.3753623585468039,0.11331143863945985,0.6546697626418988
GENE_659,0.27777777777777773,0.3024548051201678,0.06944821112833315,0.7521291344820756
GENE_660,0.2530864197530864,0.24744197793249656,0.06600557485452042,0.6297824007651841
GENE_661,0.2839506172839506,0.3112022659541637,0.07288120629294521,0.7310315430520035
GENE_662,0.2530864197530864,0.25507268937686384,0.060193592059875345,0.6883668101386896
GENE_663,0.32098765432098764,0.34311364672686945,0.09182105371642589,0.7064590542099193
GENE_664,0.2654320987654321,0.2742696604878507,0.06482401677267617,0.89109287125703
GENE_665,0.32098765432098764,0.323051249055719,0.09903783733924419,0.5977730458699316
GENE_666,0.3518518518518518,0.39164697926257386,0.107544052962513,0.8051685586515307
